id,sentence,difficulty
210,"En attendant, de petites formations d’initiation à l’algorithmique et au langage informatique ont été réalisées pour les professeurs des écoles et des collèges, les inspecteurs et les formateurs d’IUFM (Institut Universitaire de Formation des Maîtres).",C2
211,"« Le but n’est pas de fabriquer une génération d’ingénieurs informaticiens, explique David Wilgenbus.",C2
212,Notre pays a intérêt à développer la culture technique et scientifique.,C2
213,"Nous vivons dans un monde interconnecté, mais rares sont les personnes qui comprennent comment ça marche.",C2
214,"Une conséquence, par exemple, est de ne pas connaître les risques que l’on encourt, notamment en termes de protection des données.",C2
215,L’idée est aussi de ne pas être passif dans ses usages de la technologie.,C2
216,"Une machine, ça se contrôle, ça obéit à des instructions.",C2
217,Mais trop de gens sont encore désarmés face aux ordinateurs.,C2
218,» Il s’agit vraiment d’introduire l’informatique dans la culture générale.,C2
219,"« À l’école, on apprend plein de choses qui ne servent à rien dans la vie de tous les jours mais qui fondent une culture et un référentiel commun.",C2
220,"À cet égard, l’apprentissage du code, qui plus est en périscolaire, est limitatif.",C2
221,"« L’avantage d’un enseignement à l’école, ce sont les liens avec les autres matières, les ponts que sont capables de faire les professeurs.",C2
222,"Étudier la différence entre un langage naturel et un langage informatique, c’est intéressant quand on enseigne le français.",C2
223,"Pareil pour les mathématiques », poursuit David Wilgenbus.",C2
224,"Etymologiquement, l’intelligence, c’est la capacité à faire des liens
On ne peut plus repenser le contenu d’une culture scolaire commune en se référant à ce qui existe ou a existé.",C2
225,"Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles.",C2
226,L’évolution du monde nous oblige à nous ouvrir à une multitude de cultures et de visions.,C2
227,Nous devons nous envisager autant comme citoyens du monde que comme héritiers d’une vieille nation.,C2
228,L’évolution de la famille et ses conséquences sur l’éducation des enfantsparticipent également de ce renouvellement.,C2
229,"Il faut prendre la mesure de ces bouleversements pour repenser les contenus scolaires, les manières de les enseigner et de les apprendre.",C2
230,"« Lire, écrire, compter » ne sont plus les seuls apprentissages indispensables.",C2
231,"Nous devons apprendre une multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",C2
232,Communiquer et penser dans tant de langages impose à l’individucontemporain d’entrer dans des systèmes et des réseaux qu’il doit comprendre et hiérarchiser.,C2
233,"Il doit en même temps acquérir des automatismes de lecture et de production d’oraux, d’écrits, d’images ou de gestes.",C2
234,L’école doit former les enfants à se séparer de leur comportement d’usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme desobjets et des véhicules du savoir.,C2
235,C’est ce décentrage que notre système éducatif ne parvient pas à transmettre aux nombreux élèves en échec,C2
